timestamp,machine_id,machine_type,temperature_C,vibration_g,feature_1,operating_hours,RUL,failure,feature_1_name
2023-01-04 16:48:00,CNC_5,CNC,56.63,0.323,65.83,0.0,5077.6,0,spindle_load_%
2023-01-04 17:00:00,CNC_5,CNC,65.3,0.606,56.43,0.0,4733.19,0,spindle_load_%
2023-01-04 17:12:00,CNC_5,CNC,61.18,0.592,56.7,0.0,5204.59,0,spindle_load_%
2023-01-04 17:24:00,CNC_5,CNC,74.76,0.438,73.2,311.74,3699.07,0,spindle_load_%
2023-01-04 17:36:00,CNC_5,CNC,76.18,0.677,60.22,398.94,3277.23,0,spindle_load_%
2023-01-04 17:48:00,CNC_5,CNC,64.77,0.492,56.88,0.0,4730.35,0,spindle_load_%
2023-01-04 18:00:00,CNC_5,CNC,75.18,0.839,64.16,445.67,2789.25,0,spindle_load_%
2023-01-04 18:12:00,CNC_5,CNC,69.93,0.823,73.77,750.84,1210.03,0,spindle_load_%
2023-01-04 18:24:00,CNC_5,CNC,76.91,0.558,79.12,497.75,2556.86,0,spindle_load_%
2023-01-04 18:36:00,CNC_5,CNC,83.95,0.887,79.86,685.89,1578.35,0,spindle_load_%
2023-01-04 18:48:00,CNC_5,CNC,66.3,0.524,62.01,361.49,2998.84,0,spindle_load_%
2023-01-04 19:00:00,CNC_5,CNC,72.21,0.389,44.42,0.0,5052.77,0,spindle_load_%
2023-01-04 19:12:00,CNC_5,CNC,68.73,0.622,59.7,166.59,3932.23,0,spindle_load_%
2023-01-04 19:24:00,CNC_5,CNC,79.74,0.812,61.4,544.89,2051.0,0,spindle_load_%
2023-01-04 19:36:00,CNC_5,CNC,67.05,0.626,51.28,356.01,3120.25,0,spindle_load_%
2023-01-04 19:48:00,CNC_5,CNC,66.68,0.136,63.19,0.0,5412.12,0,spindle_load_%
2023-01-04 20:00:00,CNC_5,CNC,71.32,0.547,53.16,127.72,4148.1,0,spindle_load_%
2023-01-04 20:12:00,CNC_5,CNC,73.19,0.617,61.44,468.05,2556.62,0,spindle_load_%
2023-01-04 20:24:00,CNC_5,CNC,63.31,0.505,55.35,0.0,4516.34,0,spindle_load_%
2023-01-04 20:36:00,CNC_5,CNC,72.28,0.516,60.33,2.09,4712.79,0,spindle_load_%
2023-01-04 20:48:00,CNC_5,CNC,59.32,0.452,51.21,134.88,3911.05,0,spindle_load_%
2023-01-04 21:00:00,CNC_5,CNC,64.08,0.296,51.98,0.0,4855.0,0,spindle_load_%
2023-01-04 21:12:00,CNC_5,CNC,70.82,0.492,64.09,33.35,5302.35,0,spindle_load_%
2023-01-04 21:24:00,CNC_5,CNC,67.09,0.812,82.92,696.66,1450.92,0,spindle_load_%
2023-01-04 21:36:00,CNC_5,CNC,86.06,0.709,79.25,895.78,539.85,0,spindle_load_%
2023-01-04 21:48:00,CNC_5,CNC,83.92,0.921,75.21,822.76,835.73,0,spindle_load_%
2023-01-04 22:00:00,CNC_5,CNC,58.3,0.3,43.6,65.48,4551.85,0,spindle_load_%
2023-01-04 22:12:00,CNC_5,CNC,65.29,0.534,44.91,0.0,5294.78,0,spindle_load_%
2023-01-04 22:24:00,CNC_5,CNC,66.29,0.527,54.98,0.0,5449.06,0,spindle_load_%
2023-01-04 22:36:00,CNC_5,CNC,56.95,0.458,54.56,0.0,4836.3,0,spindle_load_%
2023-01-04 22:48:00,CNC_5,CNC,67.41,0.446,62.09,214.55,3847.05,0,spindle_load_%
2023-01-04 23:00:00,CNC_5,CNC,71.98,0.936,64.77,271.96,3981.77,0,spindle_load_%
2023-01-04 23:12:00,CNC_5,CNC,79.49,0.731,68.08,448.21,2601.33,0,spindle_load_%
2023-01-04 23:24:00,CNC_5,CNC,65.74,0.217,57.45,0.0,4799.42,0,spindle_load_%
2023-01-04 23:36:00,CNC_5,CNC,57.81,0.381,61.41,193.76,3685.69,0,spindle_load_%
2023-01-04 23:48:00,CNC_5,CNC,79.05,0.938,69.26,463.56,2589.78,0,spindle_load_%
2023-01-05 00:00:00,CNC_5,CNC,68.52,0.657,49.85,171.94,3837.87,0,spindle_load_%
2023-01-05 00:12:00,CNC_5,CNC,70.84,0.429,61.26,261.37,3928.34,0,spindle_load_%
2023-01-05 00:24:00,CNC_5,CNC,67.7,0.665,69.39,328.46,3180.37,0,spindle_load_%
2023-01-05 00:36:00,CNC_5,CNC,76.71,0.742,70.88,519.81,2545.8,0,spindle_load_%
2023-01-05 00:48:00,CNC_5,CNC,74.27,0.171,68.56,0.0,4654.79,0,spindle_load_%
2023-01-05 01:00:00,CNC_5,CNC,67.21,0.632,59.72,281.49,3284.75,0,spindle_load_%
2023-01-05 01:12:00,CNC_5,CNC,68.24,0.743,76.85,362.7,3259.65,0,spindle_load_%
2023-01-05 01:24:00,CNC_5,CNC,75.86,0.658,100.87,515.48,2339.6,0,spindle_load_%
2023-01-05 01:36:00,CNC_5,CNC,70.99,0.54,52.18,0.0,4963.33,0,spindle_load_%
2023-01-05 01:48:00,CNC_5,CNC,61.87,0.358,63.65,0.0,4718.19,0,spindle_load_%
2023-01-05 02:00:00,CNC_5,CNC,65.37,0.453,69.96,417.06,2919.6,0,spindle_load_%
2023-01-05 02:12:00,CNC_5,CNC,73.34,0.554,59.76,423.52,2760.81,0,spindle_load_%
2023-01-05 02:24:00,CNC_5,CNC,72.19,0.454,44.09,0.0,4794.12,0,spindle_load_%
2023-01-05 02:36:00,CNC_5,CNC,67.72,0.713,79.24,636.2,1788.74,0,spindle_load_%
2023-01-05 02:48:00,CNC_5,CNC,72.04,0.732,51.21,260.91,3356.94,0,spindle_load_%
2023-01-05 03:00:00,CNC_5,CNC,68.1,0.693,69.63,135.2,4161.85,0,spindle_load_%
2023-01-05 03:12:00,CNC_5,CNC,66.79,0.752,59.87,0.0,5350.98,0,spindle_load_%
2023-01-05 03:24:00,CNC_5,CNC,72.71,0.507,53.75,183.46,3734.57,0,spindle_load_%
2023-01-05 03:36:00,CNC_5,CNC,75.4,1.018,82.87,1071.39,0.0,1,spindle_load_%
2023-01-05 03:48:00,CNC_5,CNC,56.16,0.246,52.45,0.0,4574.56,0,spindle_load_%
2023-01-05 04:00:00,CNC_5,CNC,83.41,0.988,83.96,1058.93,0.0,1,spindle_load_%
2023-01-05 04:12:00,CNC_5,CNC,67.36,0.695,80.13,483.93,2738.86,0,spindle_load_%
2023-01-05 04:24:00,CNC_5,CNC,65.78,0.174,44.99,0.0,5088.45,0,spindle_load_%
2023-01-05 04:36:00,CNC_5,CNC,76.65,0.714,71.81,599.17,2058.08,0,spindle_load_%
2023-01-05 04:48:00,CNC_5,CNC,69.55,0.78,67.82,419.1,2836.04,0,spindle_load_%
2023-01-05 05:00:00,CNC_5,CNC,64.07,0.272,62.37,0.0,5137.76,0,spindle_load_%
2023-01-05 05:12:00,CNC_5,CNC,63.89,0.491,45.45,0.0,4783.53,0,spindle_load_%
2023-01-05 05:24:00,CNC_5,CNC,86.11,1.089,64.61,791.23,957.97,0,spindle_load_%
2023-01-05 05:36:00,CNC_5,CNC,60.99,0.472,44.44,0.0,5248.1,0,spindle_load_%
2023-01-05 05:48:00,CNC_5,CNC,64.34,0.464,53.52,0.0,4770.31,0,spindle_load_%
2023-01-05 06:00:00,CNC_5,CNC,76.93,0.666,55.53,671.68,1505.55,0,spindle_load_%
2023-01-05 06:12:00,CNC_5,CNC,69.91,0.546,75.03,0.0,4910.33,0,spindle_load_%
2023-01-05 06:24:00,CNC_5,CNC,60.43,0.771,52.18,386.45,2911.68,0,spindle_load_%
2023-01-05 06:36:00,CNC_5,CNC,73.78,0.473,47.38,0.0,4825.87,0,spindle_load_%
2023-01-05 06:48:00,CNC_5,CNC,68.9,0.317,57.4,0.0,5261.99,0,spindle_load_%
2023-01-05 07:00:00,CNC_5,CNC,66.03,0.662,69.52,0.0,4957.77,0,spindle_load_%
2023-01-05 07:12:00,CNC_5,CNC,62.01,0.559,57.84,0.0,4873.04,0,spindle_load_%
2023-01-05 07:24:00,CNC_5,CNC,58.83,0.331,75.48,57.12,4993.79,0,spindle_load_%
2023-01-05 07:36:00,CNC_5,CNC,76.79,0.95,73.3,649.94,1862.53,0,spindle_load_%
2023-01-05 07:48:00,CNC_5,CNC,65.17,0.519,58.62,179.06,3918.53,0,spindle_load_%
2023-01-05 08:00:00,CNC_5,CNC,61.52,0.409,68.64,255.91,4020.33,0,spindle_load_%
2023-01-05 08:12:00,CNC_5,CNC,65.75,0.51,62.2,171.2,3904.19,0,spindle_load_%
2023-01-05 08:24:00,CNC_5,CNC,71.48,0.768,56.03,325.64,3583.15,0,spindle_load_%
2023-01-05 08:36:00,CNC_5,CNC,67.85,0.513,62.89,0.0,5415.18,0,spindle_load_%
2023-01-05 08:48:00,CNC_5,CNC,61.84,0.594,76.54,251.88,4008.85,0,spindle_load_%
2023-01-05 09:00:00,CNC_5,CNC,65.73,0.522,63.69,69.19,5017.64,0,spindle_load_%
2023-01-05 09:12:00,CNC_5,CNC,71.26,1.13,81.77,746.66,1188.24,0,spindle_load_%
2023-01-05 09:24:00,CNC_5,CNC,69.76,0.237,65.67,149.75,4353.47,0,spindle_load_%
2023-01-05 09:36:00,CNC_5,CNC,77.51,1.043,72.46,607.57,1897.73,0,spindle_load_%
2023-01-05 09:48:00,CNC_5,CNC,71.38,0.75,73.59,782.61,1101.14,0,spindle_load_%
2023-01-05 10:00:00,CNC_5,CNC,59.41,0.594,65.62,0.0,5176.85,0,spindle_load_%
2023-01-05 10:12:00,CNC_5,CNC,64.02,0.341,40.48,0.0,5347.27,0,spindle_load_%
2023-01-05 10:24:00,CNC_5,CNC,68.48,0.648,49.9,0.0,4930.51,0,spindle_load_%
2023-01-05 10:36:00,CNC_5,CNC,64.42,0.465,68.8,0.0,5025.13,0,spindle_load_%
2023-01-05 10:48:00,CNC_5,CNC,66.0,0.429,56.43,0.0,5321.53,0,spindle_load_%
2023-01-05 11:00:00,CNC_5,CNC,67.3,0.56,67.39,564.72,2242.86,0,spindle_load_%
2023-01-05 11:12:00,CNC_5,CNC,82.23,0.836,75.1,775.59,1023.29,0,spindle_load_%
2023-01-05 11:24:00,CNC_5,CNC,71.75,0.759,87.58,698.66,1587.21,0,spindle_load_%
2023-01-05 11:36:00,CNC_5,CNC,64.24,0.282,55.2,0.0,5008.03,0,spindle_load_%
2023-01-05 11:48:00,CNC_5,CNC,77.65,0.48,53.3,237.32,3471.57,0,spindle_load_%
2023-01-05 12:00:00,CNC_5,CNC,62.66,0.426,60.84,10.46,4648.92,0,spindle_load_%
2023-01-05 12:12:00,CNC_5,CNC,70.03,0.243,47.39,0.0,5040.47,0,spindle_load_%
2023-01-05 12:24:00,CNC_5,CNC,71.23,0.817,60.62,586.95,1966.47,0,spindle_load_%
2023-01-05 12:36:00,CNC_5,CNC,72.22,0.722,83.06,637.16,1858.36,0,spindle_load_%
2023-01-05 12:48:00,CNC_5,CNC,67.64,0.536,65.71,0.0,5199.19,0,spindle_load_%
2023-01-05 13:00:00,CNC_5,CNC,65.9,0.319,50.41,152.67,3825.46,0,spindle_load_%
2023-01-05 13:12:00,CNC_5,CNC,60.46,0.517,61.23,297.08,3258.37,0,spindle_load_%
2023-01-05 13:24:00,CNC_5,CNC,68.94,0.403,51.08,0.0,4503.31,0,spindle_load_%
2023-01-05 13:36:00,CNC_5,CNC,64.42,0.244,63.2,0.0,4879.21,0,spindle_load_%
2023-01-05 13:48:00,CNC_5,CNC,61.07,0.229,61.54,0.0,5252.02,0,spindle_load_%
2023-01-05 14:00:00,CNC_5,CNC,67.87,0.141,61.84,0.0,5262.42,0,spindle_load_%
2023-01-05 14:12:00,CNC_5,CNC,69.03,0.654,71.98,514.14,2449.13,0,spindle_load_%
2023-01-05 14:24:00,CNC_5,CNC,76.89,0.825,72.52,605.73,2061.6,0,spindle_load_%
2023-01-05 14:36:00,CNC_5,CNC,70.42,0.763,69.13,542.71,2157.01,0,spindle_load_%
2023-01-05 14:48:00,CNC_5,CNC,74.03,0.488,47.61,0.0,4572.36,0,spindle_load_%
2023-01-05 15:00:00,CNC_5,CNC,62.61,0.407,65.4,0.0,4832.92,0,spindle_load_%
2023-01-05 15:12:00,CNC_5,CNC,81.18,0.706,65.78,609.52,1912.54,0,spindle_load_%
2023-01-05 15:24:00,CNC_5,CNC,59.69,0.438,73.43,0.0,5417.04,0,spindle_load_%
2023-01-05 15:36:00,CNC_5,CNC,72.03,0.334,57.87,281.21,3474.78,0,spindle_load_%
2023-01-05 15:48:00,CNC_5,CNC,64.14,0.367,56.42,148.53,4181.62,0,spindle_load_%
2023-01-05 16:00:00,CNC_5,CNC,66.85,0.502,63.73,0.0,4877.5,0,spindle_load_%
2023-01-05 16:12:00,CNC_5,CNC,67.77,0.113,46.83,10.79,5410.98,0,spindle_load_%
2023-01-05 16:24:00,CNC_5,CNC,64.21,0.422,61.89,0.0,5248.14,0,spindle_load_%
2023-01-05 16:36:00,CNC_5,CNC,78.16,0.925,82.78,962.07,188.39,0,spindle_load_%
2023-01-05 16:48:00,CNC_5,CNC,63.72,0.413,64.01,0.0,4869.55,0,spindle_load_%
2023-01-05 17:00:00,CNC_5,CNC,64.58,0.395,54.73,0.0,4779.21,0,spindle_load_%
2023-01-05 17:12:00,CNC_5,CNC,71.49,0.234,69.21,0.0,4524.81,0,spindle_load_%
2023-01-05 17:24:00,CNC_5,CNC,72.05,0.819,86.82,811.18,987.15,0,spindle_load_%
2023-01-05 17:36:00,CNC_5,CNC,80.54,0.605,67.03,735.19,1418.62,0,spindle_load_%
2023-01-05 17:48:00,CNC_5,CNC,66.39,0.752,64.97,0.0,4830.53,0,spindle_load_%
2023-01-05 18:00:00,CNC_5,CNC,74.98,0.486,78.1,728.52,1359.97,0,spindle_load_%
2023-01-05 18:12:00,CNC_5,CNC,73.15,0.596,60.86,423.22,2631.69,0,spindle_load_%
2023-01-05 18:24:00,CNC_5,CNC,68.23,0.356,74.84,165.0,4444.57,0,spindle_load_%
2023-01-05 18:36:00,CNC_5,CNC,72.58,0.499,55.72,0.0,5331.22,0,spindle_load_%
2023-01-05 18:48:00,CNC_5,CNC,61.7,0.397,68.11,0.0,4527.48,0,spindle_load_%
2023-01-05 19:00:00,CNC_5,CNC,69.34,0.431,62.39,0.0,5299.77,0,spindle_load_%
2023-01-05 19:12:00,CNC_5,CNC,67.73,0.459,62.84,0.0,4689.73,0,spindle_load_%
2023-01-05 19:24:00,CNC_5,CNC,67.59,0.529,56.29,0.0,4844.79,0,spindle_load_%
2023-01-05 19:36:00,CNC_5,CNC,69.47,0.547,61.15,406.78,3011.24,0,spindle_load_%
2023-01-05 19:48:00,CNC_5,CNC,56.97,0.263,47.47,0.0,5402.9,0,spindle_load_%
2023-01-05 20:00:00,CNC_5,CNC,68.33,0.869,65.47,345.22,3348.91,0,spindle_load_%
2023-01-05 20:12:00,CNC_5,CNC,66.21,0.441,67.7,0.0,4612.57,0,spindle_load_%
2023-01-05 20:24:00,CNC_5,CNC,66.8,0.554,63.51,334.43,3193.69,0,spindle_load_%
2023-01-05 20:36:00,CNC_5,CNC,84.15,1.14,85.72,862.65,633.56,0,spindle_load_%
2023-01-05 20:48:00,CNC_5,CNC,71.16,0.427,53.62,0.0,4589.34,0,spindle_load_%
2023-01-05 21:00:00,CNC_5,CNC,73.69,0.585,54.72,151.46,4121.37,0,spindle_load_%
2023-01-05 21:12:00,CNC_5,CNC,79.76,0.76,71.89,706.42,1391.46,0,spindle_load_%
2023-01-05 21:24:00,CNC_5,CNC,69.47,0.387,58.11,0.0,4753.2,0,spindle_load_%
2023-01-05 21:36:00,CNC_5,CNC,68.31,0.283,58.08,0.0,4975.28,0,spindle_load_%
2023-01-05 21:48:00,CNC_5,CNC,71.75,0.257,58.6,0.0,4823.83,0,spindle_load_%
2023-01-05 22:00:00,CNC_5,CNC,73.73,1.068,88.84,877.93,650.74,0,spindle_load_%
2023-01-05 22:12:00,CNC_5,CNC,68.54,0.944,74.48,347.17,3098.57,0,spindle_load_%
2023-01-05 22:24:00,CNC_5,CNC,72.36,0.651,70.53,267.46,3672.34,0,spindle_load_%
2023-01-05 22:36:00,CNC_5,CNC,61.04,0.47,60.09,64.62,5002.52,0,spindle_load_%
2023-01-05 22:48:00,CNC_5,CNC,72.54,0.851,83.94,687.66,1517.75,0,spindle_load_%
2023-01-05 23:00:00,CNC_5,CNC,68.28,0.607,59.22,314.19,3233.57,0,spindle_load_%
2023-01-05 23:12:00,CNC_5,CNC,60.97,0.713,64.6,361.53,3328.09,0,spindle_load_%
2023-01-05 23:24:00,CNC_5,CNC,69.96,0.441,62.96,278.06,3929.13,0,spindle_load_%
2023-01-05 23:36:00,CNC_5,CNC,76.12,0.626,66.51,366.51,3282.99,0,spindle_load_%
2023-01-05 23:48:00,CNC_5,CNC,66.04,0.215,60.0,0.0,4776.76,0,spindle_load_%
2023-01-06 00:00:00,CNC_5,CNC,58.72,0.259,46.61,0.0,4845.1,0,spindle_load_%
2023-01-06 00:12:00,CNC_5,CNC,74.08,0.746,74.91,679.68,1457.37,0,spindle_load_%
2023-01-06 00:24:00,CNC_5,CNC,60.47,0.551,61.67,0.0,5061.8,0,spindle_load_%
2023-01-06 00:36:00,CNC_5,CNC,74.07,0.726,70.25,598.92,2120.17,0,spindle_load_%
2023-01-06 00:48:00,CNC_5,CNC,64.38,0.227,49.18,72.46,5051.72,0,spindle_load_%
2023-01-06 01:00:00,CNC_5,CNC,75.26,0.683,79.99,402.23,3170.54,0,spindle_load_%
2023-01-06 01:12:00,CNC_5,CNC,63.82,0.358,52.36,20.99,4602.41,0,spindle_load_%
2023-01-06 01:24:00,CNC_5,CNC,66.69,0.433,63.75,233.16,3854.18,0,spindle_load_%
2023-01-06 01:36:00,CNC_5,CNC,77.88,0.833,90.48,866.57,713.25,0,spindle_load_%
2023-01-06 01:48:00,CNC_5,CNC,74.89,0.591,60.27,25.5,4430.23,0,spindle_load_%
2023-01-06 02:00:00,CNC_5,CNC,75.21,0.935,73.89,491.19,2748.6,0,spindle_load_%
2023-01-06 02:12:00,CNC_5,CNC,62.07,0.459,60.01,0.0,4694.8,0,spindle_load_%
2023-01-06 02:24:00,CNC_5,CNC,60.03,0.357,63.8,0.0,4825.43,0,spindle_load_%
2023-01-06 02:36:00,CNC_5,CNC,65.73,0.606,73.28,670.26,1696.25,0,spindle_load_%
2023-01-06 02:48:00,CNC_5,CNC,70.32,0.338,61.09,232.32,3919.54,0,spindle_load_%
2023-01-06 03:00:00,CNC_5,CNC,84.03,0.941,89.03,848.51,692.79,0,spindle_load_%
2023-01-06 03:12:00,CNC_5,CNC,62.04,0.279,61.79,0.0,5458.85,0,spindle_load_%
2023-01-06 03:24:00,CNC_5,CNC,66.85,0.222,48.59,0.0,4792.02,0,spindle_load_%
2023-01-06 03:36:00,CNC_5,CNC,85.13,0.754,87.09,791.57,1069.98,0,spindle_load_%
2023-01-06 03:48:00,CNC_5,CNC,74.54,0.877,81.21,839.27,796.31,0,spindle_load_%
2023-01-06 04:00:00,CNC_5,CNC,62.8,0.513,72.3,534.49,2473.0,0,spindle_load_%
2023-01-06 04:12:00,CNC_5,CNC,64.91,0.691,49.2,241.6,3700.47,0,spindle_load_%
2023-01-06 04:24:00,CNC_5,CNC,69.1,0.245,54.73,72.67,4593.72,0,spindle_load_%
2023-01-06 04:36:00,CNC_5,CNC,60.98,0.737,46.88,76.08,4757.17,0,spindle_load_%
2023-01-06 04:48:00,CNC_5,CNC,75.43,0.583,89.88,858.38,719.45,0,spindle_load_%
2023-01-06 05:00:00,CNC_5,CNC,70.34,0.554,73.47,201.09,4025.83,0,spindle_load_%
2023-01-06 05:12:00,CNC_5,CNC,79.15,0.969,82.88,798.95,1075.89,0,spindle_load_%
2023-01-06 05:24:00,CNC_5,CNC,69.61,0.398,56.86,140.8,4082.65,0,spindle_load_%
2023-01-06 05:36:00,CNC_5,CNC,69.05,0.442,54.09,0.0,5160.97,0,spindle_load_%
2023-01-06 05:48:00,CNC_5,CNC,66.6,0.969,66.92,516.8,2502.74,0,spindle_load_%
2023-01-06 06:00:00,CNC_5,CNC,69.94,0.426,44.65,0.0,4779.49,0,spindle_load_%
2023-01-06 06:12:00,CNC_5,CNC,81.64,0.853,86.43,652.61,1694.11,0,spindle_load_%
2023-01-06 06:24:00,CNC_5,CNC,64.09,0.506,40.9,0.0,4798.75,0,spindle_load_%
2023-01-06 06:36:00,CNC_5,CNC,72.74,0.619,72.47,740.57,1260.04,0,spindle_load_%
2023-01-06 06:48:00,CNC_5,CNC,76.4,0.671,80.0,596.83,2117.05,0,spindle_load_%
2023-01-06 07:00:00,CNC_5,CNC,62.11,0.588,68.26,101.29,4667.41,0,spindle_load_%
2023-01-06 07:12:00,CNC_5,CNC,70.07,0.348,38.0,0.0,4897.58,0,spindle_load_%
2023-01-06 07:24:00,CNC_5,CNC,67.91,0.381,47.17,0.0,4807.61,0,spindle_load_%
2023-01-06 07:36:00,CNC_5,CNC,73.35,1.061,68.17,739.92,1259.87,0,spindle_load_%
2023-01-06 07:48:00,CNC_5,CNC,67.34,0.433,52.14,0.0,5021.31,0,spindle_load_%
2023-01-06 08:00:00,CNC_5,CNC,68.22,0.645,52.63,0.0,5435.72,0,spindle_load_%
2023-01-06 08:12:00,CNC_5,CNC,65.57,0.565,65.92,122.85,4444.6,0,spindle_load_%
2023-01-06 08:24:00,CNC_5,CNC,64.36,0.354,37.26,0.0,4736.53,0,spindle_load_%
2023-01-06 08:36:00,CNC_5,CNC,61.11,0.229,60.48,0.0,4956.19,0,spindle_load_%
2023-01-06 08:48:00,CNC_5,CNC,73.17,0.733,73.7,667.68,1572.08,0,spindle_load_%
2023-01-06 09:00:00,CNC_5,CNC,61.67,0.674,67.42,70.64,4670.34,0,spindle_load_%
2023-01-06 09:12:00,CNC_5,CNC,80.7,0.807,69.98,476.98,2398.53,0,spindle_load_%
2023-01-06 09:24:00,CNC_5,CNC,81.59,0.638,65.06,466.27,2555.48,0,spindle_load_%
2023-01-06 09:36:00,CNC_5,CNC,72.87,0.914,70.66,684.79,1492.4,0,spindle_load_%
2023-01-06 09:48:00,CNC_5,CNC,64.22,0.16,58.85,0.0,5472.53,0,spindle_load_%
2023-01-06 10:00:00,CNC_5,CNC,58.01,0.284,65.93,41.69,4404.96,0,spindle_load_%
2023-01-06 10:12:00,CNC_5,CNC,70.9,0.456,57.21,0.0,5054.46,0,spindle_load_%
2023-01-06 10:24:00,CNC_5,CNC,62.71,0.298,52.82,24.27,4851.02,0,spindle_load_%
2023-01-06 10:36:00,CNC_5,CNC,57.43,0.438,55.39,0.0,5458.02,0,spindle_load_%
2023-01-06 10:48:00,CNC_5,CNC,70.79,1.054,80.77,704.64,1527.21,0,spindle_load_%
2023-01-06 11:00:00,CNC_5,CNC,80.31,0.801,78.68,829.74,877.88,0,spindle_load_%
2023-01-06 11:12:00,CNC_5,CNC,81.97,0.976,95.49,943.94,271.15,0,spindle_load_%
2023-01-06 11:24:00,CNC_5,CNC,63.98,0.324,60.07,0.0,5184.8,0,spindle_load_%
2023-01-06 11:36:00,CNC_5,CNC,71.67,1.059,70.59,787.23,1011.84,0,spindle_load_%
2023-01-06 11:48:00,CNC_5,CNC,80.11,0.779,82.64,746.24,1269.4,0,spindle_load_%
2023-01-06 12:00:00,CNC_5,CNC,69.54,0.423,45.4,0.0,4660.23,0,spindle_load_%
2023-01-06 12:12:00,CNC_5,CNC,60.52,0.291,39.84,0.0,4780.23,0,spindle_load_%
2023-01-06 12:24:00,CNC_5,CNC,70.64,0.417,45.92,0.0,5373.61,0,spindle_load_%
2023-01-06 12:36:00,CNC_5,CNC,85.0,0.804,82.45,784.66,998.22,0,spindle_load_%
2023-01-06 12:48:00,CNC_5,CNC,70.87,0.497,64.08,623.7,2062.89,0,spindle_load_%
2023-01-06 13:00:00,CNC_5,CNC,70.96,0.863,74.17,599.84,1804.01,0,spindle_load_%
2023-01-06 13:12:00,CNC_5,CNC,66.88,0.146,67.52,80.52,4437.82,0,spindle_load_%
2023-01-06 13:24:00,CNC_5,CNC,79.63,0.923,91.08,1014.31,0.0,1,spindle_load_%
2023-01-06 13:36:00,CNC_5,CNC,71.24,0.573,53.02,0.0,4587.73,0,spindle_load_%
2023-01-06 13:48:00,CNC_5,CNC,66.46,0.807,57.03,461.61,2760.86,0,spindle_load_%
2023-01-06 14:00:00,CNC_5,CNC,83.2,0.743,63.45,645.95,1690.19,0,spindle_load_%
2023-01-06 14:12:00,CNC_5,CNC,70.95,0.693,80.35,901.45,475.06,0,spindle_load_%
2023-01-06 14:24:00,CNC_5,CNC,77.45,0.714,77.11,963.66,171.14,0,spindle_load_%
2023-01-06 14:36:00,CNC_5,CNC,59.69,0.549,57.62,92.61,4930.88,0,spindle_load_%
2023-01-06 14:48:00,CNC_5,CNC,63.11,0.207,52.6,0.0,4621.33,0,spindle_load_%
2023-01-06 15:00:00,CNC_5,CNC,70.01,0.731,70.5,414.37,3098.75,0,spindle_load_%
2023-01-06 15:12:00,CNC_5,CNC,80.85,0.803,63.9,715.64,1330.67,0,spindle_load_%
2023-01-06 15:24:00,CNC_5,CNC,81.19,0.709,68.61,712.53,1453.28,0,spindle_load_%
2023-01-06 15:36:00,CNC_5,CNC,64.78,0.445,50.75,0.0,4721.03,0,spindle_load_%
2023-01-06 15:48:00,CNC_5,CNC,62.31,0.341,66.33,0.0,4808.13,0,spindle_load_%
2023-01-06 16:00:00,CNC_5,CNC,64.99,0.255,47.34,0.0,5487.83,0,spindle_load_%
2023-01-06 16:12:00,CNC_5,CNC,68.72,0.635,68.82,316.97,3320.56,0,spindle_load_%
2023-01-06 16:24:00,CNC_5,CNC,70.79,0.48,61.95,351.86,3211.18,0,spindle_load_%
2023-01-06 16:36:00,CNC_5,CNC,68.67,0.228,51.27,0.0,5329.97,0,spindle_load_%
2023-01-06 16:48:00,CNC_5,CNC,70.56,0.634,58.61,169.43,4042.96,0,spindle_load_%
2023-01-06 17:00:00,CNC_5,CNC,74.95,0.682,83.21,785.76,967.46,0,spindle_load_%
2023-01-06 17:12:00,CNC_5,CNC,76.08,0.964,67.06,282.66,3497.65,0,spindle_load_%
2023-01-06 17:24:00,CNC_5,CNC,64.87,0.267,40.22,8.92,5186.18,0,spindle_load_%
2023-01-06 17:36:00,CNC_5,CNC,67.5,0.817,68.39,114.28,4164.76,0,spindle_load_%
2023-01-06 17:48:00,CNC_5,CNC,75.89,0.649,68.49,366.54,2994.37,0,spindle_load_%
2023-01-06 18:00:00,CNC_5,CNC,52.88,0.514,50.37,0.0,5375.04,0,spindle_load_%
2023-01-06 18:12:00,CNC_5,CNC,62.39,0.388,53.95,59.51,4727.86,0,spindle_load_%
2023-01-06 18:24:00,CNC_5,CNC,75.28,0.957,78.28,992.08,37.91,1,spindle_load_%
2023-01-06 18:36:00,CNC_5,CNC,71.1,0.401,64.48,338.32,3381.5,0,spindle_load_%
2023-01-06 18:48:00,CNC_5,CNC,61.63,0.388,60.36,134.05,4368.18,0,spindle_load_%
2023-01-06 19:00:00,CNC_5,CNC,70.45,0.815,86.49,938.98,303.37,0,spindle_load_%
2023-01-06 19:12:00,CNC_5,CNC,59.8,0.741,68.37,119.04,4236.68,0,spindle_load_%
2023-01-06 19:24:00,CNC_5,CNC,62.53,0.282,56.62,0.0,5410.66,0,spindle_load_%
2023-01-06 19:36:00,CNC_5,CNC,70.25,0.599,76.3,704.15,1539.97,0,spindle_load_%
2023-01-06 19:48:00,CNC_5,CNC,72.27,0.732,65.97,435.64,2640.44,0,spindle_load_%
2023-01-06 20:00:00,CNC_5,CNC,73.0,0.241,49.16,117.19,4359.24,0,spindle_load_%
2023-01-06 20:12:00,CNC_5,CNC,67.43,0.226,45.4,0.0,5145.29,0,spindle_load_%
