timestamp,machine_id,machine_type,temperature_C,vibration_g,feature_1,time_since_last_maintenance,RUL,failure,feature_1_name
2023-01-02 12:48:00,CNC_3,CNC,61.43,0.318,58.42,37.0,5365.78,0,spindle_load_%
2023-01-02 13:00:00,CNC_3,CNC,58.07,0.489,51.89,37.2,5059.45,0,spindle_load_%
2023-01-02 13:12:00,CNC_3,CNC,69.13,0.544,41.62,37.4,5086.83,0,spindle_load_%
2023-01-02 13:24:00,CNC_3,CNC,63.56,0.331,43.44,37.6,4567.14,0,spindle_load_%
2023-01-02 13:36:00,CNC_3,CNC,59.84,0.766,59.88,37.8,4513.35,0,spindle_load_%
2023-01-02 13:48:00,CNC_3,CNC,80.42,0.758,60.74,38.0,3270.66,0,spindle_load_%
2023-01-02 14:00:00,CNC_3,CNC,68.89,0.72,70.1,38.2,3219.24,0,spindle_load_%
2023-01-02 14:12:00,CNC_3,CNC,69.3,0.461,95.67,38.4,2573.14,0,spindle_load_%
2023-01-02 14:24:00,CNC_3,CNC,64.29,0.351,55.91,38.6,4690.64,0,spindle_load_%
2023-01-02 14:36:00,CNC_3,CNC,72.82,0.78,83.35,38.8,1765.98,0,spindle_load_%
2023-01-02 14:48:00,CNC_3,CNC,74.7,0.638,74.35,39.0,1238.06,0,spindle_load_%
2023-01-02 15:00:00,CNC_3,CNC,68.18,0.834,75.37,39.2,2786.33,0,spindle_load_%
2023-01-02 15:12:00,CNC_3,CNC,77.78,0.698,69.68,39.4,776.34,0,spindle_load_%
2023-01-02 15:24:00,CNC_3,CNC,65.08,0.45,52.0,39.6,5261.27,0,spindle_load_%
2023-01-02 15:36:00,CNC_3,CNC,62.6,0.311,54.81,39.8,5225.75,0,spindle_load_%
2023-01-02 15:48:00,CNC_3,CNC,53.09,0.235,49.98,40.0,4642.5,0,spindle_load_%
2023-01-02 16:00:00,CNC_3,CNC,71.04,0.278,56.44,40.2,4860.76,0,spindle_load_%
2023-01-02 16:12:00,CNC_3,CNC,71.42,0.806,75.67,40.4,3179.07,0,spindle_load_%
2023-01-02 16:24:00,CNC_3,CNC,64.71,0.329,49.69,40.6,5464.13,0,spindle_load_%
2023-01-02 16:36:00,CNC_3,CNC,63.79,0.335,59.43,40.8,5131.02,0,spindle_load_%
2023-01-02 16:48:00,CNC_3,CNC,76.85,0.879,84.58,41.0,2271.56,0,spindle_load_%
2023-01-02 17:00:00,CNC_3,CNC,77.17,0.533,69.52,41.2,3982.71,0,spindle_load_%
2023-01-02 17:12:00,CNC_3,CNC,77.23,1.137,91.47,41.4,41.48,1,spindle_load_%
2023-01-02 17:24:00,CNC_3,CNC,70.04,0.414,49.65,41.6,4711.13,0,spindle_load_%
2023-01-02 17:36:00,CNC_3,CNC,58.03,0.394,67.26,41.8,4958.11,0,spindle_load_%
2023-01-02 17:48:00,CNC_3,CNC,63.45,0.518,61.75,42.0,5007.03,0,spindle_load_%
2023-01-02 18:00:00,CNC_3,CNC,75.43,1.071,55.43,42.2,1009.03,0,spindle_load_%
2023-01-02 18:12:00,CNC_3,CNC,58.89,0.263,48.44,42.4,4968.11,0,spindle_load_%
2023-01-02 18:24:00,CNC_3,CNC,73.42,0.713,71.63,42.6,2530.23,0,spindle_load_%
2023-01-02 18:36:00,CNC_3,CNC,81.26,0.789,71.81,42.8,1289.46,0,spindle_load_%
2023-01-02 18:48:00,CNC_3,CNC,66.98,0.305,42.44,43.0,5330.95,0,spindle_load_%
2023-01-02 19:00:00,CNC_3,CNC,80.62,1.04,88.98,43.2,815.44,0,spindle_load_%
2023-01-02 19:12:00,CNC_3,CNC,65.94,0.494,65.96,43.4,4589.89,0,spindle_load_%
2023-01-02 19:24:00,CNC_3,CNC,68.61,0.839,70.83,43.6,2406.25,0,spindle_load_%
2023-01-02 19:36:00,CNC_3,CNC,70.22,0.454,66.67,43.8,5061.83,0,spindle_load_%
2023-01-02 19:48:00,CNC_3,CNC,66.12,0.177,66.62,44.0,4824.84,0,spindle_load_%
2023-01-02 20:00:00,CNC_3,CNC,60.88,0.613,55.52,44.2,4950.06,0,spindle_load_%
2023-01-02 20:12:00,CNC_3,CNC,80.01,0.936,76.71,44.4,2104.65,0,spindle_load_%
2023-01-02 20:24:00,CNC_3,CNC,67.54,0.463,38.89,44.6,4928.8,0,spindle_load_%
2023-01-02 20:36:00,CNC_3,CNC,70.76,0.439,66.71,44.8,2970.56,0,spindle_load_%
2023-01-02 20:48:00,CNC_3,CNC,67.36,0.545,83.99,45.0,2672.29,0,spindle_load_%
2023-01-02 21:00:00,CNC_3,CNC,73.5,0.525,62.78,45.2,3740.28,0,spindle_load_%
2023-01-02 21:12:00,CNC_3,CNC,75.53,0.956,73.14,45.4,1344.19,0,spindle_load_%
2023-01-02 21:24:00,CNC_3,CNC,77.5,0.663,66.71,45.6,2904.72,0,spindle_load_%
2023-01-02 21:36:00,CNC_3,CNC,69.8,0.499,67.01,45.8,3480.97,0,spindle_load_%
2023-01-02 21:48:00,CNC_3,CNC,62.31,0.47,64.73,46.0,5229.62,0,spindle_load_%
2023-01-02 22:00:00,CNC_3,CNC,63.28,0.455,62.44,46.2,4543.25,0,spindle_load_%
2023-01-02 22:12:00,CNC_3,CNC,62.82,0.47,59.44,46.4,5432.47,0,spindle_load_%
2023-01-02 22:24:00,CNC_3,CNC,73.19,0.42,53.01,46.6,4351.94,0,spindle_load_%
2023-01-02 22:36:00,CNC_3,CNC,63.46,0.255,59.52,46.8,4661.84,0,spindle_load_%
2023-01-02 22:48:00,CNC_3,CNC,59.19,0.75,65.37,47.0,4865.63,0,spindle_load_%
2023-01-02 23:00:00,CNC_3,CNC,65.06,0.53,41.91,47.2,4505.18,0,spindle_load_%
2023-01-02 23:12:00,CNC_3,CNC,77.62,0.311,54.04,47.4,5299.91,0,spindle_load_%
2023-01-02 23:24:00,CNC_3,CNC,55.72,0.473,46.15,47.6,5191.0,0,spindle_load_%
2023-01-02 23:36:00,CNC_3,CNC,66.65,0.364,48.67,47.8,4717.59,0,spindle_load_%
2023-01-02 23:48:00,CNC_3,CNC,66.53,0.656,55.85,48.0,2855.79,0,spindle_load_%
2023-01-03 00:00:00,CNC_3,CNC,61.43,0.506,76.16,48.2,4500.04,0,spindle_load_%
2023-01-03 00:12:00,CNC_3,CNC,70.96,0.405,59.2,48.4,3630.29,0,spindle_load_%
2023-01-03 00:24:00,CNC_3,CNC,71.01,0.582,73.93,48.6,3179.18,0,spindle_load_%
2023-01-03 00:36:00,CNC_3,CNC,66.69,0.56,53.68,48.8,4772.03,0,spindle_load_%
2023-01-03 00:48:00,CNC_3,CNC,71.63,0.375,47.23,49.0,4920.05,0,spindle_load_%
2023-01-03 01:00:00,CNC_3,CNC,75.89,0.126,49.09,49.2,4708.84,0,spindle_load_%
2023-01-03 01:12:00,CNC_3,CNC,61.86,0.776,69.45,49.4,5401.17,0,spindle_load_%
2023-01-03 01:24:00,CNC_3,CNC,72.47,0.35,74.41,49.6,5086.3,0,spindle_load_%
2023-01-03 01:36:00,CNC_3,CNC,69.41,0.649,61.57,49.8,4110.21,0,spindle_load_%
2023-01-03 01:48:00,CNC_3,CNC,64.75,0.362,53.32,50.0,4705.57,0,spindle_load_%
2023-01-03 02:00:00,CNC_3,CNC,76.65,0.799,71.96,50.2,2062.61,0,spindle_load_%
2023-01-03 02:12:00,CNC_3,CNC,84.76,0.443,83.5,50.4,577.95,0,spindle_load_%
2023-01-03 02:24:00,CNC_3,CNC,68.59,0.572,54.48,50.6,5324.11,0,spindle_load_%
2023-01-03 02:36:00,CNC_3,CNC,71.24,0.756,77.33,50.8,3252.96,0,spindle_load_%
2023-01-03 02:48:00,CNC_3,CNC,68.1,0.624,77.64,51.0,3409.27,0,spindle_load_%
2023-01-03 03:00:00,CNC_3,CNC,63.12,0.646,84.2,51.2,2014.89,0,spindle_load_%
2023-01-03 03:12:00,CNC_3,CNC,70.46,0.478,51.41,51.4,5151.21,0,spindle_load_%
2023-01-03 03:24:00,CNC_3,CNC,72.68,0.795,91.56,51.6,1669.05,0,spindle_load_%
2023-01-03 03:36:00,CNC_3,CNC,61.86,0.415,48.97,51.8,4558.35,0,spindle_load_%
2023-01-03 03:48:00,CNC_3,CNC,71.65,0.417,59.09,52.0,3987.28,0,spindle_load_%
2023-01-03 04:00:00,CNC_3,CNC,56.58,0.158,55.06,52.2,4588.43,0,spindle_load_%
2023-01-03 04:12:00,CNC_3,CNC,58.37,0.716,38.51,52.4,5337.94,0,spindle_load_%
2023-01-03 04:24:00,CNC_3,CNC,71.14,0.808,72.37,52.6,1452.53,0,spindle_load_%
2023-01-03 04:36:00,CNC_3,CNC,59.48,0.256,47.07,52.8,4700.93,0,spindle_load_%
2023-01-03 04:48:00,CNC_3,CNC,63.57,0.693,55.62,53.0,4704.54,0,spindle_load_%
2023-01-03 05:00:00,CNC_3,CNC,74.04,0.601,70.17,53.2,3838.98,0,spindle_load_%
2023-01-03 05:12:00,CNC_3,CNC,51.0,0.354,65.46,53.4,4846.92,0,spindle_load_%
2023-01-03 05:24:00,CNC_3,CNC,69.69,0.966,81.97,53.6,2578.89,0,spindle_load_%
2023-01-03 05:36:00,CNC_3,CNC,64.13,0.384,49.84,53.8,4623.6,0,spindle_load_%
2023-01-03 05:48:00,CNC_3,CNC,64.12,0.306,62.96,54.0,4584.4,0,spindle_load_%
2023-01-03 06:00:00,CNC_3,CNC,66.17,0.829,76.93,54.2,2338.26,0,spindle_load_%
2023-01-03 06:12:00,CNC_3,CNC,61.88,0.84,69.47,54.4,3158.49,0,spindle_load_%
2023-01-03 06:24:00,CNC_3,CNC,75.21,0.545,72.91,54.6,2938.05,0,spindle_load_%
2023-01-03 06:36:00,CNC_3,CNC,70.63,0.385,71.02,54.8,5304.28,0,spindle_load_%
2023-01-03 06:48:00,CNC_3,CNC,65.22,0.571,57.34,55.0,4546.77,0,spindle_load_%
2023-01-03 07:00:00,CNC_3,CNC,79.02,0.593,80.16,55.2,1251.17,0,spindle_load_%
2023-01-03 07:12:00,CNC_3,CNC,61.33,0.273,68.95,55.4,5125.01,0,spindle_load_%
2023-01-03 07:24:00,CNC_3,CNC,70.65,0.518,65.56,55.6,2951.41,0,spindle_load_%
2023-01-03 07:36:00,CNC_3,CNC,58.5,0.615,49.43,55.8,5030.4,0,spindle_load_%
2023-01-03 07:48:00,CNC_3,CNC,67.65,0.603,51.0,56.0,4652.27,0,spindle_load_%
2023-01-03 08:00:00,CNC_3,CNC,79.64,0.725,98.52,56.2,1628.76,0,spindle_load_%
2023-01-03 08:12:00,CNC_3,CNC,70.27,0.395,50.0,56.4,5171.95,0,spindle_load_%
2023-01-03 08:24:00,CNC_3,CNC,68.04,0.493,77.84,56.6,3569.32,0,spindle_load_%
2023-01-03 08:36:00,CNC_3,CNC,69.56,0.848,76.23,56.8,1067.68,0,spindle_load_%
2023-01-03 08:48:00,CNC_3,CNC,71.04,0.649,67.33,57.0,2535.93,0,spindle_load_%
2023-01-03 09:00:00,CNC_3,CNC,70.42,0.534,60.47,57.2,4861.13,0,spindle_load_%
2023-01-03 09:12:00,CNC_3,CNC,56.26,0.702,54.61,57.4,2773.52,0,spindle_load_%
2023-01-03 09:24:00,CNC_3,CNC,68.23,0.621,47.59,57.6,5097.36,0,spindle_load_%
2023-01-03 09:36:00,CNC_3,CNC,67.38,0.458,72.26,57.8,3462.76,0,spindle_load_%
2023-01-03 09:48:00,CNC_3,CNC,72.59,0.944,72.54,58.0,2400.21,0,spindle_load_%
2023-01-03 10:00:00,CNC_3,CNC,66.69,0.429,62.51,58.2,5165.38,0,spindle_load_%
2023-01-03 10:12:00,CNC_3,CNC,56.31,0.413,54.44,58.4,4778.52,0,spindle_load_%
2023-01-03 10:24:00,CNC_3,CNC,68.63,0.372,46.69,58.6,5476.25,0,spindle_load_%
2023-01-03 10:36:00,CNC_3,CNC,66.91,0.313,43.35,58.8,4078.54,0,spindle_load_%
2023-01-03 10:48:00,CNC_3,CNC,68.64,0.487,58.74,59.0,5004.23,0,spindle_load_%
2023-01-03 11:00:00,CNC_3,CNC,71.51,0.3,43.55,59.2,5099.31,0,spindle_load_%
2023-01-03 11:12:00,CNC_3,CNC,73.11,0.686,65.19,59.4,2128.08,0,spindle_load_%
2023-01-03 11:24:00,CNC_3,CNC,64.6,0.308,40.31,59.6,4914.8,0,spindle_load_%
2023-01-03 11:36:00,CNC_3,CNC,73.36,0.652,77.99,59.8,1385.28,0,spindle_load_%
2023-01-03 11:48:00,CNC_3,CNC,62.9,0.614,70.19,60.0,4771.33,0,spindle_load_%
2023-01-03 12:00:00,CNC_3,CNC,69.39,0.207,69.04,60.2,4251.2,0,spindle_load_%
2023-01-03 12:12:00,CNC_3,CNC,74.13,0.453,68.08,60.4,4801.72,0,spindle_load_%
2023-01-03 12:24:00,CNC_3,CNC,73.17,0.557,70.78,60.6,1205.79,0,spindle_load_%
2023-01-03 12:36:00,CNC_3,CNC,88.06,0.753,83.81,60.8,0.0,1,spindle_load_%
2023-01-03 12:48:00,CNC_3,CNC,70.09,0.52,61.3,61.0,3461.11,0,spindle_load_%
2023-01-03 13:00:00,CNC_3,CNC,65.36,0.316,43.62,61.2,4715.95,0,spindle_load_%
2023-01-03 13:12:00,CNC_3,CNC,66.08,0.561,61.96,61.4,4879.64,0,spindle_load_%
2023-01-03 13:24:00,CNC_3,CNC,60.95,0.212,52.73,61.6,4722.11,0,spindle_load_%
2023-01-03 13:36:00,CNC_3,CNC,83.48,0.923,81.92,61.8,1042.87,0,spindle_load_%
2023-01-03 13:48:00,CNC_3,CNC,73.92,0.642,64.91,62.0,4002.0,0,spindle_load_%
2023-01-03 14:00:00,CNC_3,CNC,72.26,0.476,51.59,62.2,3541.94,0,spindle_load_%
2023-01-03 14:12:00,CNC_3,CNC,68.61,0.586,46.05,62.4,4566.49,0,spindle_load_%
2023-01-03 14:24:00,CNC_3,CNC,69.11,0.652,54.98,62.6,4757.82,0,spindle_load_%
2023-01-03 14:36:00,CNC_3,CNC,70.87,0.817,70.52,62.8,1439.82,0,spindle_load_%
2023-01-03 14:48:00,CNC_3,CNC,68.91,0.745,56.17,63.0,2230.84,0,spindle_load_%
2023-01-03 15:00:00,CNC_3,CNC,57.78,0.403,54.82,63.2,5047.5,0,spindle_load_%
2023-01-03 15:12:00,CNC_3,CNC,67.08,0.696,56.56,63.4,5089.43,0,spindle_load_%
2023-01-03 15:24:00,CNC_3,CNC,70.46,0.352,66.08,63.6,3927.04,0,spindle_load_%
2023-01-03 15:36:00,CNC_3,CNC,66.88,0.591,63.16,63.8,3493.04,0,spindle_load_%
2023-01-03 15:48:00,CNC_3,CNC,70.16,0.204,36.73,64.0,5208.39,0,spindle_load_%
2023-01-03 16:00:00,CNC_3,CNC,69.69,0.701,67.74,64.2,3115.01,0,spindle_load_%
2023-01-03 16:12:00,CNC_3,CNC,78.43,0.756,65.03,64.4,2495.25,0,spindle_load_%
2023-01-03 16:24:00,CNC_3,CNC,53.37,0.364,63.22,64.6,4968.15,0,spindle_load_%
2023-01-03 16:36:00,CNC_3,CNC,77.47,0.981,87.22,64.8,323.08,0,spindle_load_%
2023-01-03 16:48:00,CNC_3,CNC,70.03,0.898,88.31,65.0,2025.72,0,spindle_load_%
2023-01-03 17:00:00,CNC_3,CNC,72.41,0.561,71.01,65.2,2364.16,0,spindle_load_%
2023-01-03 17:12:00,CNC_3,CNC,53.88,0.451,58.62,65.4,4975.21,0,spindle_load_%
2023-01-03 17:24:00,CNC_3,CNC,74.31,0.408,60.13,65.6,4323.59,0,spindle_load_%
2023-01-03 17:36:00,CNC_3,CNC,71.11,0.763,63.64,65.8,1157.64,0,spindle_load_%
2023-01-03 17:48:00,CNC_3,CNC,74.77,0.784,78.88,66.0,1709.08,0,spindle_load_%
2023-01-03 18:00:00,CNC_3,CNC,61.88,0.413,52.33,66.2,5216.14,0,spindle_load_%
2023-01-03 18:12:00,CNC_3,CNC,74.07,0.841,76.78,66.4,1886.56,0,spindle_load_%
2023-01-03 18:24:00,CNC_3,CNC,76.33,0.683,67.26,66.6,2633.88,0,spindle_load_%
2023-01-03 18:36:00,CNC_3,CNC,70.08,0.532,64.1,66.8,3168.61,0,spindle_load_%
2023-01-03 18:48:00,CNC_3,CNC,75.16,0.263,52.77,67.0,4621.99,0,spindle_load_%
2023-01-03 19:00:00,CNC_3,CNC,69.68,0.628,65.59,67.2,2651.03,0,spindle_load_%
2023-01-03 19:12:00,CNC_3,CNC,77.77,0.598,86.03,67.4,931.42,0,spindle_load_%
2023-01-03 19:24:00,CNC_3,CNC,68.16,0.214,36.85,67.6,5306.07,0,spindle_load_%
2023-01-03 19:36:00,CNC_3,CNC,60.11,0.364,75.64,67.8,4724.8,0,spindle_load_%
2023-01-03 19:48:00,CNC_3,CNC,67.72,0.129,49.48,68.0,4541.8,0,spindle_load_%
2023-01-03 20:00:00,CNC_3,CNC,64.73,0.438,44.48,68.2,5448.94,0,spindle_load_%
2023-01-03 20:12:00,CNC_3,CNC,75.23,0.728,67.97,68.4,1214.92,0,spindle_load_%
2023-01-03 20:24:00,CNC_3,CNC,66.3,0.516,61.73,68.6,4660.15,0,spindle_load_%
2023-01-03 20:36:00,CNC_3,CNC,73.89,0.566,72.74,68.8,2939.59,0,spindle_load_%
2023-01-03 20:48:00,CNC_3,CNC,66.55,0.42,50.11,69.0,4919.34,0,spindle_load_%
2023-01-03 21:00:00,CNC_3,CNC,62.52,0.411,74.52,69.2,4893.66,0,spindle_load_%
2023-01-03 21:12:00,CNC_3,CNC,68.2,0.376,51.73,69.4,4184.17,0,spindle_load_%
2023-01-03 21:24:00,CNC_3,CNC,65.41,0.841,57.54,69.6,3965.88,0,spindle_load_%
2023-01-03 21:36:00,CNC_3,CNC,69.53,0.344,57.09,69.8,4744.19,0,spindle_load_%
2023-01-03 21:48:00,CNC_3,CNC,68.96,0.314,49.87,70.0,5002.99,0,spindle_load_%
2023-01-03 22:00:00,CNC_3,CNC,73.29,0.548,61.33,70.2,5442.64,0,spindle_load_%
2023-01-03 22:12:00,CNC_3,CNC,73.09,0.635,79.44,70.4,3684.44,0,spindle_load_%
2023-01-03 22:24:00,CNC_3,CNC,67.39,0.573,47.74,70.6,4226.81,0,spindle_load_%
2023-01-03 22:36:00,CNC_3,CNC,67.71,0.493,78.87,70.8,2930.44,0,spindle_load_%
2023-01-03 22:48:00,CNC_3,CNC,59.11,0.615,44.8,71.0,2613.58,0,spindle_load_%
2023-01-03 23:00:00,CNC_3,CNC,69.88,0.688,84.16,71.2,1631.74,0,spindle_load_%
2023-01-03 23:12:00,CNC_3,CNC,73.36,0.53,76.28,71.4,2987.42,0,spindle_load_%
2023-01-03 23:24:00,CNC_3,CNC,74.75,0.792,64.71,71.6,1829.07,0,spindle_load_%
2023-01-03 23:36:00,CNC_3,CNC,60.05,0.276,55.37,71.8,4856.74,0,spindle_load_%
2023-01-03 23:48:00,CNC_3,CNC,65.39,0.632,58.08,72.0,5329.67,0,spindle_load_%
2023-01-04 00:00:00,CNC_3,CNC,54.94,0.579,50.36,72.2,3310.46,0,spindle_load_%
2023-01-04 00:12:00,CNC_3,CNC,60.38,0.286,50.1,72.4,4940.29,0,spindle_load_%
2023-01-04 00:24:00,CNC_3,CNC,67.16,0.792,61.78,72.6,2156.19,0,spindle_load_%
2023-01-04 00:36:00,CNC_3,CNC,69.69,0.852,50.18,72.8,4308.47,0,spindle_load_%
2023-01-04 00:48:00,CNC_3,CNC,63.58,0.021,52.59,73.0,4957.75,0,spindle_load_%
2023-01-04 01:00:00,CNC_3,CNC,68.21,0.508,55.62,73.2,4844.88,0,spindle_load_%
2023-01-04 01:12:00,CNC_3,CNC,69.45,0.782,68.7,73.4,4817.28,0,spindle_load_%
2023-01-04 01:24:00,CNC_3,CNC,62.39,0.182,51.75,73.6,5029.49,0,spindle_load_%
2023-01-04 01:36:00,CNC_3,CNC,60.27,0.468,45.55,73.8,4535.81,0,spindle_load_%
2023-01-04 01:48:00,CNC_3,CNC,64.64,0.526,54.19,74.0,5331.56,0,spindle_load_%
2023-01-04 02:00:00,CNC_3,CNC,70.85,1.0,61.14,74.2,1833.59,0,spindle_load_%
2023-01-04 02:12:00,CNC_3,CNC,63.36,0.394,55.13,74.4,4682.89,0,spindle_load_%
2023-01-04 02:24:00,CNC_3,CNC,65.9,0.492,54.72,74.6,5337.69,0,spindle_load_%
2023-01-04 02:36:00,CNC_3,CNC,66.22,0.461,56.23,74.8,3710.3,0,spindle_load_%
2023-01-04 02:48:00,CNC_3,CNC,70.98,0.385,65.85,75.0,4531.1,0,spindle_load_%
2023-01-04 03:00:00,CNC_3,CNC,70.0,0.518,69.75,75.2,3532.23,0,spindle_load_%
2023-01-04 03:12:00,CNC_3,CNC,64.7,0.629,63.38,75.4,3807.96,0,spindle_load_%
2023-01-04 03:24:00,CNC_3,CNC,62.86,0.513,61.06,75.6,4608.24,0,spindle_load_%
2023-01-04 03:36:00,CNC_3,CNC,70.79,0.545,58.93,75.8,5369.03,0,spindle_load_%
2023-01-04 03:48:00,CNC_3,CNC,68.31,1.125,61.67,76.0,2260.37,0,spindle_load_%
2023-01-04 04:00:00,CNC_3,CNC,77.71,0.783,61.53,76.2,2163.21,0,spindle_load_%
2023-01-04 04:12:00,CNC_3,CNC,64.38,0.388,65.44,76.4,4648.46,0,spindle_load_%
2023-01-04 04:24:00,CNC_3,CNC,61.43,0.361,36.31,76.6,4632.59,0,spindle_load_%
2023-01-04 04:36:00,CNC_3,CNC,82.17,0.579,74.61,76.8,2464.71,0,spindle_load_%
2023-01-04 04:48:00,CNC_3,CNC,68.23,0.535,68.96,77.0,3563.21,0,spindle_load_%
2023-01-04 05:00:00,CNC_3,CNC,73.36,0.438,60.24,77.2,4613.97,0,spindle_load_%
2023-01-04 05:12:00,CNC_3,CNC,80.36,1.101,78.73,77.4,482.49,0,spindle_load_%
2023-01-04 05:24:00,CNC_3,CNC,84.79,1.143,92.49,77.6,511.65,0,spindle_load_%
2023-01-04 05:36:00,CNC_3,CNC,75.38,0.922,84.28,77.8,768.85,0,spindle_load_%
2023-01-04 05:48:00,CNC_3,CNC,58.15,0.639,54.9,78.0,4901.72,0,spindle_load_%
2023-01-04 06:00:00,CNC_3,CNC,76.5,0.717,64.55,78.2,1652.08,0,spindle_load_%
2023-01-04 06:12:00,CNC_3,CNC,67.32,0.646,71.06,78.4,3653.64,0,spindle_load_%
2023-01-04 06:24:00,CNC_3,CNC,65.81,0.452,52.3,78.6,5409.04,0,spindle_load_%
2023-01-04 06:36:00,CNC_3,CNC,67.48,0.622,60.64,78.8,5277.18,0,spindle_load_%
2023-01-04 06:48:00,CNC_3,CNC,73.86,0.636,52.59,79.0,3595.52,0,spindle_load_%
2023-01-04 07:00:00,CNC_3,CNC,59.78,0.468,54.91,79.2,4914.93,0,spindle_load_%
2023-01-04 07:12:00,CNC_3,CNC,67.2,0.651,60.81,79.4,4827.62,0,spindle_load_%
2023-01-04 07:24:00,CNC_3,CNC,78.97,0.721,63.9,79.6,2533.73,0,spindle_load_%
2023-01-04 07:36:00,CNC_3,CNC,74.56,0.673,87.17,79.8,1852.64,0,spindle_load_%
2023-01-04 07:48:00,CNC_3,CNC,69.97,0.519,66.92,80.0,5007.14,0,spindle_load_%
2023-01-04 08:00:00,CNC_3,CNC,54.9,0.488,44.51,80.2,5292.4,0,spindle_load_%
2023-01-04 08:12:00,CNC_3,CNC,64.96,0.353,60.29,80.4,4741.43,0,spindle_load_%
2023-01-04 08:24:00,CNC_3,CNC,66.14,0.602,50.18,80.6,5142.78,0,spindle_load_%
2023-01-04 08:36:00,CNC_3,CNC,74.22,0.651,53.27,80.8,3411.63,0,spindle_load_%
2023-01-04 08:48:00,CNC_3,CNC,60.41,0.378,63.9,81.0,5218.62,0,spindle_load_%
2023-01-04 09:00:00,CNC_3,CNC,67.32,0.225,53.88,81.2,5088.56,0,spindle_load_%
2023-01-04 09:12:00,CNC_3,CNC,75.09,0.417,52.38,81.4,5068.22,0,spindle_load_%
2023-01-04 09:24:00,CNC_3,CNC,78.22,0.945,72.88,81.6,936.05,0,spindle_load_%
2023-01-04 09:36:00,CNC_3,CNC,72.8,0.562,71.32,81.8,3108.4,0,spindle_load_%
2023-01-04 09:48:00,CNC_3,CNC,70.1,0.642,57.43,82.0,3351.5,0,spindle_load_%
2023-01-04 10:00:00,CNC_3,CNC,60.89,0.542,54.36,82.2,5035.16,0,spindle_load_%
2023-01-04 10:12:00,CNC_3,CNC,79.51,0.877,88.36,82.4,668.86,0,spindle_load_%
2023-01-04 10:24:00,CNC_3,CNC,67.84,0.615,73.05,82.6,2775.3,0,spindle_load_%
2023-01-04 10:36:00,CNC_3,CNC,73.19,0.414,75.33,82.8,4525.55,0,spindle_load_%
2023-01-04 10:48:00,CNC_3,CNC,71.11,0.425,67.05,83.0,3107.23,0,spindle_load_%
2023-01-04 11:00:00,CNC_3,CNC,63.09,0.465,54.66,83.2,4521.07,0,spindle_load_%
2023-01-04 11:12:00,CNC_3,CNC,65.37,0.263,62.92,83.4,5267.19,0,spindle_load_%
2023-01-04 11:24:00,CNC_3,CNC,59.22,0.234,57.94,83.6,4907.46,0,spindle_load_%
2023-01-04 11:36:00,CNC_3,CNC,79.44,0.604,73.46,83.8,2684.6,0,spindle_load_%
2023-01-04 11:48:00,CNC_3,CNC,71.11,0.552,53.99,84.0,4878.01,0,spindle_load_%
2023-01-04 12:00:00,CNC_3,CNC,68.61,0.431,71.02,84.2,1683.96,0,spindle_load_%
2023-01-04 12:12:00,CNC_3,CNC,79.79,0.587,78.4,84.4,1784.97,0,spindle_load_%
2023-01-04 12:24:00,CNC_3,CNC,60.25,0.416,60.66,84.6,4649.44,0,spindle_load_%
2023-01-04 12:36:00,CNC_3,CNC,61.7,0.426,51.68,84.8,4935.01,0,spindle_load_%
2023-01-04 12:48:00,CNC_3,CNC,77.96,0.813,74.33,85.0,1903.99,0,spindle_load_%
2023-01-04 13:00:00,CNC_3,CNC,74.22,0.556,52.33,85.2,4881.22,0,spindle_load_%
2023-01-04 13:12:00,CNC_3,CNC,76.59,0.869,79.67,85.4,942.1,0,spindle_load_%
2023-01-04 13:24:00,CNC_3,CNC,77.62,0.456,38.71,85.6,4975.48,0,spindle_load_%
2023-01-04 13:36:00,CNC_3,CNC,71.85,0.493,71.48,85.8,2324.42,0,spindle_load_%
2023-01-04 13:48:00,CNC_3,CNC,56.46,0.325,45.62,86.0,4159.8,0,spindle_load_%
2023-01-04 14:00:00,CNC_3,CNC,66.92,0.4,57.42,86.2,4879.57,0,spindle_load_%
2023-01-04 14:12:00,CNC_3,CNC,74.65,0.598,79.46,86.4,1894.93,0,spindle_load_%
2023-01-04 14:24:00,CNC_3,CNC,74.61,0.461,51.59,86.6,4725.04,0,spindle_load_%
2023-01-04 14:36:00,CNC_3,CNC,60.71,0.378,64.33,86.8,4053.12,0,spindle_load_%
2023-01-04 14:48:00,CNC_3,CNC,80.93,0.862,82.52,87.0,1675.29,0,spindle_load_%
2023-01-04 15:00:00,CNC_3,CNC,76.67,0.801,66.0,87.2,2152.47,0,spindle_load_%
2023-01-04 15:12:00,CNC_3,CNC,65.87,0.273,55.14,87.4,5347.03,0,spindle_load_%
2023-01-04 15:24:00,CNC_3,CNC,71.03,0.827,53.28,87.6,3820.4,0,spindle_load_%
2023-01-04 15:36:00,CNC_3,CNC,67.41,0.622,61.07,87.8,4591.69,0,spindle_load_%
2023-01-04 15:48:00,CNC_3,CNC,69.16,0.488,65.39,88.0,5418.23,0,spindle_load_%
2023-01-04 16:00:00,CNC_3,CNC,69.4,0.585,74.62,88.2,1862.68,0,spindle_load_%
2023-01-04 16:12:00,CNC_3,CNC,54.19,0.585,64.77,88.4,5373.97,0,spindle_load_%
